 plcname |                           basename1                            |                  basename2                   |       basename3        | num | start2 | end2 | start2 | end2 | start3 | end3 
 plc4    | PLCTAG_AbilitaBilanciaAddBaci                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaAddMix                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaAddSacchi                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaAggregati                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaBitume                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaBitumeGR                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaContalitri                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaFiller                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaRiciclato                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaRiciclatoSiwa                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBilanciaViatop                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaBlendingBitume                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaCicloRC                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaCicloRF                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaIME1096HDPLUS                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaPesataFineA                                      |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_AbilitaPesataFineNV                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitaSicurezzaGalleggianteB                           |                                              |                        |   2 |      2 |    3 |        |      |        |     
 plc4    | PLCTAG_AbilitaSiwarex                                          |                                              |                        |   2 |      6 |    7 |        |      |        |     
 plc4    | PLCTAG_AbilitaVoloDinamicoFlusso                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AbilitazSpruzzBennaTemporiz                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_Abort                                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_ACK_Filler2_RompiSacchi                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiAcqua                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiAddLegante                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiAddMixer                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiAddSacchi                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiAggregati                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiBenna                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiBitume                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiBitumeGravita                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiContalitri                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiDisp                                          |                                              |                        |   2 |      6 |    7 |        |      |        |     
 plc4    | PLCTAG_AckAllarmiFiller                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiMixer                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiRiciclato                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiSiwaBatch                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckAllarmiViatop                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckFuoriTollPes                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AckFuoriTollSca                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AcquaDurataSpruzzaturaStorico                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AcquaRitardo                                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AcquaRitardoScaricoForzatura                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AcquaSet                                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_Add2_Abilita_MinFlusso                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_Add2_modo_CNT                                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_Add2_presenza_valvola                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_Add2_Tempo_MinFlusso                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_Amp                                                  | Motore05                                     |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_AI_Amp                                                  | Motore07                                     |                        |   1 |      2 |    2 |        |      |        |     
 plc4    | PLCTAG_AI_Amp                                                  | Motore17                                     |                        |   4 |      1 |    4 |        |      |        |     
 plc4    | PLCTAG_AI_Amp                                                  | Motore39                                     |                        |   3 |      2 |    4 |        |      |        |     
 plc4    | PLCTAG_AI_AmpMotore                                            |                                              |                        |  62 |      1 |   64 |        |      |        |     
 plc4    | PLCTAG_AI_AsseA_Posizione                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BilanciaAggregati                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BilanciaFiller                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BilanciaLegante                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BilanciaRAP                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BilanciaViatop                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_Bruc_Contalitri                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_Bruc_Contalitri_DI                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucDepressione                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucModRic                                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucModRic_UNUSED                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucPosModulatore                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucTempIngressoTamburo                              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucTempscivolo                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_BrucTempTermocoppiaUscita                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_Depress_Ingresso_Filt                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_DepressioneBruciatore2                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltDepressione                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltPosModAriaFr                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltPosModulatore                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltroDMR_Liv_CE                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltroDMR_Liv_DX                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltroDMR_Liv_SX                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltTempEntrata                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_FiltTempUscita                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_LivPredosatore                                       |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_AI_LivRiciclato                                         |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_AI_LivSilo                                              |                                              |                        |  12 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_AI_LivTramogTampRic                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_MixTempscarico                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_ModulatoreBruciatore2                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_ModulatoreFumiTamburo                                |                                              |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_AI_NavettaPosizione                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PesoNastroInerti                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PesoNastroRiciclat                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PesoSilo                                             |                                              |                        |  12 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_AI_PEW128                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW130                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW132                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW134                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW136                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW138                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW140                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW142                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW144                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW146                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW148                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW150                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW152                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW154                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW156                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW158                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW160                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW162                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW164                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW166                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW168                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW170                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW172                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW174                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW176                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW178                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW180                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW182                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW184                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW186                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW188                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW190                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW192                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW194                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW196                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW198                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW200                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW202                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW204                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW206                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW208                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW210                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW212                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW214                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW216                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW218                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW220                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW222                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW224                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW226                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW228                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW230                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW232                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW234                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW236                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW238                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW240                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW242                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW244                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW246                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW248                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW250                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW252                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW254                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW256                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW258                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW260                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW262                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW290                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW292                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW294                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW296                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW468                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW470                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW472                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW474                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW476                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW478                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW480                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW482                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW484                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW486                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW488                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW490                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW492                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW494                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW496                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PEW498                                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_PompaEmulsioneTemp                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_RitPredosatore                                       |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_AI_RitRiciclato                                         |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_AI_SiloFilLiv                                           |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_AI_SiloFilLivDMR                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TamponeRiciclato                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_Temp_Fumi_Out_Tamb2                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TempScambiatBruc1                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TempScivoloTamburo2                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TempSilo                                             |                                              |                        |  12 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_AI_TorLivAgg                                            |                                              |                        |   8 |      1 |    8 |        |      |        |     
 plc4    | PLCTAG_AI_TorLivAggNV                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TorPressioneAria                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TorTempBacinLeg                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TorTempLegante                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TorTempLegante2                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_AI_TorTempTorre                                         |                                              |                        |   5 |      3 |    7 |        |      |        |     
 plc4    | PLCTAG_AI_TorTempTorre                                         | _NV                                          |                        |   1 |      1 |    1 |        |      |        |     
 plc4    | PLCTAG_AI_TorTempTorre                                         | _Sabbia                                      |                        |   1 |      2 |    2 |        |      |        |     
 plc4    | PLCTAG_AI_TorTempTuboLeg                                       |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_ALARM_Filler2_RompiSacchi                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_PompaAccesaSenzaComando                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_PompaErroreRitorno                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_PompaScattoTermica                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_PompaTimeOutArresto                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_PompaTimeOutAvvio                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_Acqua_SicurezzaLivelloMIN                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_ErroreFinecorsaValvola            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_FuoriTolleranza                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_PompaAccesa                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_PompaNoRitorno                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_PompaTimeOutArresto               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_PompaTimeOutAvvio                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_ValvolaTimeOutApertura            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoBacinella_ValvolaTimeOutChiusura            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoMixer_PompaAccesa                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoMixer_PompaNoRitorno                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoMixer_PompaTimeOutArresto                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoMixer_PompaTimeOutAvvio                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_FineCorsa                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_NastroNoRitorno                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_NastroTermica                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_NastroTimeOutArresto                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_NastroTimeOutAvvio                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_PortinaAperta                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_PortinaChiusa                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_All_AdditivoSacchi_TimeOutIntroduzione                  |                                              |                        |     |        |      |        |      |        |     
