 plcname |                           basename1                            |                  basename2                   |       basename3        | num | start2 | end2 | start2 | end2 | start3 | end3 
 plc4    | PLCTAG_DI_SiloFilMax                                           |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMaxCnDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMaxDxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMaxSxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMed                                           |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMedCnDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMedDxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMedSxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMin                                           |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMinCnDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMinDxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilMinSxDMR                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilVibr                                          |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilVibrDMR                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilVibrTerm                                      |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DI_SiloFilVibrTermDMR                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloMemTempScar                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SiloSottoScambOK                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_DosaggioInCorsoDaSIWA                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_DosaggioTerminatoDaSIWA                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_PortinaAperta                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_PortinaChiusa                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_RitornoNastro                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_SicurezzaNastro                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SIWA_Batch_StartNastroDaSIWA                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_SoffioAriaR                                          |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DI_StopPredosatImmed                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TelescaricoSilo                                      |                                              |                        |  12 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_DI_Term_Coclea_Evac                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Term_Modul_Aspiraz_Bruc                              |                                              |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_DI_Term_Vibr_Viatop                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermBennaTraslata                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermCocleaPesataF                                    |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DI_TermGrigliaVibrante_Ric                              |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DI_TermicaComune                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermicaModulatoreBruc2                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermicaNastroSacchi                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermIntroFillerMix                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermInverterFiltro                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermInverterTamburo                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermMotore                                           |                                              |                        |  64 |      1 |   64 |        |      |        |     
 plc4    | PLCTAG_DI_TermMotTrasport                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermPompaAddLegante                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermPompaAddMixer                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermPompaSpruzzLegante                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermPredosatore                                      |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_DI_TermRiciclato                                        |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DI_TermVentCentrIdr                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermVentPulizPirom                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermVibratoriPred                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermVibratoriPRic                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TermVibrScarBilFil                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorAttNpRifGr                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorAttNpRifRf                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorAttNpRifTer                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorBassaPress                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorDeflettore_2_FC_tram                              |                                              |                        |   2 |      2 |    3 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMaxAgg                                         |                                              |                        |   8 |      1 |    8 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMaxAggNV                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMaxNP                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMaxTamponeF                                    |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMaxTramRic                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMedAgg                                         |                                              |                        |   8 |      1 |    8 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMedAggNV                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMinAgg                                         |                                              |                        |   8 |      1 |    8 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMinAggNV                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMinTamponeF                                    |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DI_TorLivMinTramRic                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorMemApPortMan                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorNonVagliato                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorRiscTramNVTer                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorTermFrenoVaglio                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_TorVagliato                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Valv_Add_leg_CH                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Valv3VieBitume2EmulsioneVersoBitume2                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Valv3VieBitume2EmulsioneVersoEmulsione               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Valv3VieSpruzzatriceVersoTorre                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_ValvLegAperta                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_ValvLegChiusa                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_ValvPresepAnello_Ap                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DI_Vibratore_Ric                                        |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DI_VibratoreP                                           |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_disp_2857_                                              |                                              |                        |   4 |      0 |    3 |        |      |        |     
 plc4    | PLCTAG_DO_AbilitaSpruzzaturaAntiadesivoBenna                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AllarmeAcustico                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AllarmeSirenaSilo                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AllarmeVisivo                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Antiadesivo_Sciv_Ric                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ApertTuboTroppoPienoF1                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AperturaFumiTamburo                                  |                                              |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_DO_AsseA_BennaStart                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AsseA_Scarico                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AsseA_SpruzzAntiad                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AsseP_NavettaStart                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AsseP_Scarico                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_AsseP_SpruzzAntiad                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BinarioDiscesa                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BinarioSalita                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucApModulatore                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucAttuat                                           |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DO_BrucChModulatore                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucDeflRic                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucDeflVaglRic                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Bruciatore2Start                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucModRicApre                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucModRicChiude                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_BrucStart                                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ChiusuraFumiTamburo                                  |                                              |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_DO_CocmandoScaricoSilo06                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ComandoScaricoSilo                                   |                                              |                        |  11 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_DO_ConsensoIntroSacchi                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ConsensoIntroSacchi_Vers8_2                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ContalitriPesata                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ContalitriPesata_Vers8_2                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ContalitriPesataManuale                              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Defl_Scar_Bil_Ric                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Defl_Scar_Bil_Ric_RESERVED                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_DeflettoreBypassATamburo_Tamb2                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Dest_Trop_Pieno_F1F2                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_DosaggioInCorso                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_emergenza                                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_EvacuazFillerSilo                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltApModAriaFr                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltApModulatore                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltAttuat01                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltCamera                                           |                                              |                        |  32 |      1 |   32 |        |      |        |     
 plc4    | PLCTAG_DO_FiltChModAriaFr                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltChModulatore                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_FiltValvola                                          |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DO_FiltValvPresep                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Flap_Antincendio_Tamb2                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_GravitaPesataB                                       |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DO_GravitaScarico                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_GravitaScarico_Vers8_2                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_GrigliaVibrante_Ric                                  |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DO_invAddBacinella                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_InvMotore                                            |                                              |                        |  64 |      1 |   64 |        |      |        |     
 plc4    | PLCTAG_DO_LampadaP                                             |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_DO_LampadaR                                             |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DO_LampadaStopInCorso                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_LampScarMixPronto                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_MescolaInCorso                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_MixAttAspFumi                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_MixIngrassatore                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ModulatoreBruc2Apertura                              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ModulatoreBruc2Chiusura                              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Motore                                               |                                              |                        |  64 |      1 |   64 |        |      |        |     
 plc4    | PLCTAG_DO_MotoreNastroSacchi                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_MotoreNastroSacchi_Vers8_2                           |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_MotoreVentolaViatop                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_NastrinoRiciclatoAnello2Elevatore                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataAgg                                            |                                              |                        |   9 |      1 |    9 |        |      |        |     
 plc4    | PLCTAG_DO_PesataAggNV                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataAggNV2                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataBilRiciclato                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataEXTAgg                                         |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DO_PesataEXTAggNV                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataEXTAggNV2                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PesataEXTFill                                        |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DO_PesataFill                                           |                                              |                        |   4 |      1 |    4 |        |      |        |     
 plc4    | PLCTAG_DO_PesataLegante                                        |                                              |                        |   3 |      1 |    3 |        |      |        |     
 plc4    | PLCTAG_DO_PesataViatop                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAcquaComando                                    |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAcquaComandoManuale                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAddLegante                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAddLegante_Vers8_2                              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAddMixer                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_PompaAddMixer_Vers8_2                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Predosatore                                          |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_DO_RicettaCoerente                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Riciclato                                            |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DO_ScambioB                                             |                                              |                        |   2 |      1 |    2 |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoAggregati                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoAggregati_Vers8_2                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoBilRiciclato                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoBilRiciclato_Vers8_2                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoBilViatop                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoBilViatop_Vers8_2                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoCicloneViatop                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoCicloneViatop_Vers8_2                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoFiller                                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoFiller_Vers8_2                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoLegante                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoLegante_Vers8_2                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoMesc                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ScaricoMesc_Vers8_2                                  |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Silo                                                 |                                              |                        |  12 |      1 |   12 |        |      |        |     
 plc4    | PLCTAG_DO_Silo                                                 | D2_Pistone                                   |                        |   2 |      1 |    1 |      1 |    2 |        |     
 plc4    | PLCTAG_DO_SiloArganoBinario_Discesa                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloArganoBinario_Salita                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloConsensoCarico_Celle                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloConsensoScarico_Celle                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilAria                                          |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilAriaDMR                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilDeum                                          |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilDeumDMR                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilVibr                                          |                                              |                        |   7 |      1 |    7 |        |      |        |     
 plc4    | PLCTAG_DO_SiloFilVibrDMR                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SirenaPredosatoreVuoto                               |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_AbortCiclo                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_ComandoArrestoNastro                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_ComandoAvvioNastro                        |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_ComandoPortina                            |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_ModalitaTaratura                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_StartCiclo                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SIWA_Batch_StartPesataSemiAuto                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_SoffioAriaR                                          |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DO_SpruzzaAntiadesivoScivoloRiciclatoMixer              |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_StampaIntestazione                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_TorAttNpRifiuti                                      |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_TorDeflettore_2_Tramoggioni                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_TorScambiovaglio                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Valv_Add_leg                                         |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Valv3VieBitume2Emulsione                             |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_ValvPresepAnello                                     |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DO_Vibratore_Ric                                        |                                              |                        |  10 |      1 |   10 |        |      |        |     
 plc4    | PLCTAG_DO_VibratoreP                                           |                                              |                        |  16 |      1 |   16 |        |      |        |     
 plc4    | PLCTAG_DosaggioAttivo                                          |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_DosaggioInArresto                                       |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_EB                                                      |                                              |                        |  62 |      0 |  221 |        |      |        |     
 plc4    | PLCTAG_EN_Antiad_Sciv_Sc_BilRAP                                |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_En_ArrestoPredFinePrd                                   |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_EN_FAST                                                 |                                              |                        |     |        |      |        |      |        |     
 plc4    | PLCTAG_EN_Flap_Sciv_Scar_Bil_ri                                |                                              |                        |     |        |      |        |      |        |     
